,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
except,0.8182894,1.5608991,0.7115681,-0.22919786,1.0319943,1.4118023,0.075924575,-0.13744299,-0.16992076,-0.27557686,-0.7449403,1.1235713,0.7812261,0.29101694,-0.43222132,-0.124701865,0.113486335,-1.2736773,-0.9602326,0.93398935,-0.5229399,0.6712103,-2.3002234,-0.16327535,-1.7322354,-1.7976649,-1.1260604,0.74921954,-1.5237426,-2.1293476,0.61492205,-0.8318173,-0.34617424,-0.40876555,1.1692752,1.1282697,1.5727619,-1.6923583,0.14707112,0.03573899,-0.7909223,-0.2338296,-0.017471869,-1.0137566,0.4008428,-0.42323518,0.107737705,0.3973004,-0.2315531,0.28455183,-0.34205765,-0.30987698,0.8621703,1.0522488,-0.6147517,0.8889617,-1.0512387,-0.1727602,0.27397212,-0.61428374,0.5780006,0.44891304,0.1632105,0.108207524,1.262198,0.6612636,1.274558,0.020181498,-0.6373481,-0.020384738,-0.25547168,-1.6429524,0.95325166,0.07938388,0.84062463,-0.21570694,-1.1281662,-0.43904653,0.33369055,-0.60383564,0.2515393,-0.587026,-0.56270754,-1.2326356,-0.18603262,0.6135333,1.0588661,-0.37559685,0.51979285,0.62674695,-0.007221865,-0.81531054,-0.85106206,1.1319536,-1.3716115,1.2889347,-2.0712123,0.54610705,1.1364881,1.2038208
animals,0.7101722,1.0663017,0.8821737,0.049942758,-0.41871992,0.13312294,-0.6052416,-0.7719476,-1.2582906,-1.1643192,-0.9177254,-0.069354944,-0.4729983,-0.07581739,0.7967652,-0.5848354,2.169618,1.111603,-0.87984025,-0.9747349,-0.5028428,0.6735352,-0.3701479,-0.9000499,-0.848537,-1.1130353,-1.5582472,-0.33464822,-0.4222437,0.5007911,0.46981582,-1.3621287,-1.17011,0.07332898,0.8177695,0.561384,0.8307415,0.55014044,-0.60144484,-1.4337116,0.9089195,0.14414626,0.67966586,1.2980286,-1.817839,-0.2458879,1.0676591,0.039333798,-0.21078867,1.5959202,-0.0015998861,-0.71525204,-0.5646028,1.7168531,-0.5074205,0.88390255,0.5507338,1.035367,0.27561247,0.4517016,1.0753309,0.5924653,1.7176183,1.1550674,0.50616515,0.12732539,0.69679093,-0.20555504,0.72169185,1.6996722,-0.7042414,-0.5651469,-0.23462129,-1.0578009,-0.07025125,-0.8752328,0.06976868,0.008631207,0.122117855,0.63301164,1.2614216,0.19830287,-1.1515867,0.3809188,-0.40977973,-0.8922278,0.07190471,1.9774851,-0.4056043,2.4223413,-0.72819626,0.6817198,0.28537062,-0.56180584,-0.8750816,-0.5104126,-1.1081655,-0.55155,0.29715678,0.36932638
used,0.7952935,-0.26648697,-0.3714195,-0.99121636,-1.5627524,-0.0904068,-0.5700039,-0.19123794,0.13815989,0.33812547,-0.729635,1.0016816,0.3316446,-0.87855613,0.18420415,0.7219966,0.46271828,-0.31013638,-0.054578334,-0.11590523,-0.13319074,1.0343022,0.3606584,-0.50658816,0.97006685,-1.3478231,-1.3296635,0.121613495,0.72607213,-0.19819264,-0.46708968,-0.41338328,0.8355482,-0.35869935,1.4653502,2.4540813,-1.9002812,-0.019184688,0.8248768,0.7593077,2.341806,-1.3832442,-2.066777,0.17462282,-0.33769634,0.04656701,-1.9091705,-0.6493324,-0.24259587,0.7945273,0.24016923,-1.697408,-0.21735919,1.093982,1.6200303,0.68642515,0.100488596,0.42509657,-1.2557454,0.772164,0.56420696,-0.18617529,-0.9137115,-0.5627022,1.057293,2.8323262,-1.926075,1.5964437,0.5670849,-0.06416781,-1.8484848,-1.3267256,1.3898239,-1.1775492,0.026146365,-0.2303059,0.28114384,1.4103218,-2.205407,1.4521332,1.0884149,-0.8559863,-0.0019915504,0.062253762,-0.35130078,-1.9301567,-0.3152056,0.7390127,-0.8123219,-0.7282006,1.2243165,-0.8791856,0.2755527,0.65590835,-0.42943612,-0.22176355,-0.003597398,-0.51725405,1.3310798,-1.1126738
computing,0.27446806,-0.49190542,1.431345,-0.6009287,-0.36705214,-0.2934429,-1.8475541,-0.65904784,-0.31433424,1.0487108,1.7576289,0.366116,1.1148655,0.45664826,-0.76485974,-0.7963318,0.04954478,0.493167,0.35102966,-0.39622676,-0.4390558,0.23339424,1.454401,-0.15030433,-0.52446365,-1.613756,0.7094515,0.16889247,1.015663,-0.7656553,0.74306273,0.08215423,0.77318937,-0.028054707,1.78149,-0.5931344,-0.48716593,-2.2629817,0.3386431,-0.31948817,1.3030528,-0.855776,-1.6739334,-1.2924426,-0.44540843,-0.6388274,1.7104353,-0.63779086,1.2547886,-0.06934981,-0.13247274,1.0896363,-0.8557609,0.8853269,-2.0664842,1.4511108,-0.43919444,-1.1833715,-1.9502404,1.6333055,0.10662124,0.16494164,1.4538989,1.9927303,-0.3525694,-0.29609916,1.1998162,-0.7143769,2.5196457,0.042789865,-0.043243855,-0.94011086,0.17870866,1.1124346,-0.3743418,0.6469339,0.8169223,0.24610111,-0.5985165,1.1562592,0.98259234,-1.6893613,-1.351951,-0.051296968,0.3651494,2.4417377,-0.056738395,-0.51592207,-0.6354565,-0.41645813,0.3065564,-0.11373091,1.061451,0.3715338,0.7905445,-0.9189593,-0.543442,-0.6241585,-0.64486367,-0.6642664
lair,0.07197962,-0.82206583,-1.9119748,-1.6623132,0.68716794,0.22072646,0.5101331,0.05608986,1.6409961,0.2093573,-1.5461946,1.278537,1.0691291,-1.6795238,-0.61721414,0.38298103,0.85470474,-1.1305658,0.8748384,-0.46673587,-0.34896883,0.2238089,-0.46989185,-0.8964347,1.0675232,0.05155899,0.93808854,2.0298274,0.8509451,1.2472751,-0.2157915,-0.3702414,-0.933713,-1.6638168,0.81507075,-0.9189942,1.6709476,-2.4592524,0.84203476,-0.94071966,-1.0778633,-1.1572952,-0.18945171,1.0948929,0.9816535,-1.4529064,0.52818704,0.72728413,-1.0053942,-1.6310443,-0.7574721,-0.41480055,-0.5954735,0.89805835,0.35898235,-0.6777203,-0.06986283,0.43160006,-0.57796675,0.40183815,0.4489706,0.27772617,-0.5308466,0.77939457,-0.3531739,-1.6456248,-0.8079828,0.9123607,0.83462775,0.9427072,1.6898915,0.6174782,0.25628218,-0.109609544,-0.0047602784,-0.06369392,0.86163765,0.46494964,0.5593138,0.7146012,0.5182499,-0.30652845,-1.2883251,0.7893794,-0.19390644,1.6631595,1.4195021,-0.3574506,2.364231,-0.16293362,1.2380258,-0.17537408,0.8168045,0.19326673,2.0197983,-0.9855387,-0.92782855,1.5253617,0.046717927,-0.067488536
print,1.210442,1.208905,-2.2632115,0.18153779,-0.15707985,-0.67002255,-0.6203925,-1.1622349,0.8011584,-0.22827841,0.7896639,1.6082052,0.6328731,-0.0013738082,-0.36365733,0.73473614,1.0296938,0.30925977,-0.3458063,0.12200994,0.8924109,0.27618498,1.9378918,0.020420244,1.5175409,0.17297363,-0.44465646,0.120301045,-0.66271603,-0.043228667,2.0943062,0.32288685,-0.5901464,1.8418391,-1.4020659,1.4710488,-0.3065971,1.1441678,1.1066535,0.60446036,0.08657618,1.345989,-1.407765,-2.3312924,-1.4231477,-0.9862788,1.370734,0.54580474,-1.7407366,-1.0890646,-0.22663581,1.7217985,2.0469894,0.7627721,1.3785182,0.06609889,1.6850467,1.2050158,-0.33538485,-1.5605146,-0.35928488,0.28515744,-0.6081614,0.2374957,-0.21702419,1.7016642,-0.5579642,0.033589136,-0.16908816,-0.46688393,-0.68303317,-0.8388184,-0.3528756,-0.46141428,0.05543176,-1.3319753,-1.3661096,0.00043249608,-0.8760586,0.60227746,-0.32452652,-1.2889867,0.53927344,0.5032718,-0.96369624,1.7471842,2.3812485,-0.72366935,0.8412644,1.2504127,0.6388091,-0.22101349,0.17086202,-0.031556807,-1.084902,-0.40178496,1.2001163,1.0158072,-0.046309803,-0.73430085
local,-0.9372565,0.11604178,0.59062475,0.6521982,-0.08869367,-0.287611,1.4729877,-1.4094125,0.1125735,-1.868053,-0.14560719,0.6786585,-0.05464271,-0.6911716,-0.99394804,-1.414824,2.0440125,-1.3432877,0.6935357,-0.036481094,0.024824632,0.1364429,0.040576905,1.2996663,0.02341568,0.109648176,0.37735173,0.18957005,0.7876942,1.632376,-0.37225807,-0.8934864,-0.33003706,-0.51172036,1.066121,0.7621193,-0.77372855,-0.60784686,-0.70657176,-0.70330364,-0.36324847,-1.7121087,-0.9516236,-0.09796717,0.57567716,0.26256835,-0.078697726,0.52473205,1.0266938,0.62474686,-0.21628651,1.5135834,-0.67871654,0.5001778,1.1031404,0.19962353,0.096552566,-0.40824887,-0.8644891,0.022332782,-0.003747987,-0.8730143,0.6028265,-0.82411706,-0.81362617,0.4206667,0.8408337,-0.028499898,0.0766858,-0.59662837,-0.73066276,0.8652328,-1.4987041,0.7246491,2.2053387,1.0898887,0.02661955,-0.1763909,-0.54634017,0.24974206,1.0518218,0.76507545,0.062724024,-0.19244562,-1.7173378,0.028051611,1.4475305,-0.52857417,0.87962836,-1.0675883,0.1397488,0.415669,0.4492666,-0.46217844,-0.11099527,-1.3095692,-0.04451633,0.53661,0.8431901,-0.9511153
refunds,0.20830083,-0.89636916,-1.5862471,-0.3692378,-0.37946978,-0.25752413,-1.128763,1.2014635,1.220096,0.77947944,-0.7298162,-3.0560722,-0.25648624,-0.6177772,0.3453989,-0.5799946,-1.0401189,-0.7622723,1.0577677,0.08784384,0.36136395,0.41793653,-0.3126574,-1.5298177,-0.20483902,-1.7032135,0.6350435,0.24245755,-0.04557773,1.238197,0.39188552,-0.19511747,1.652374,-0.56055367,0.72615486,-0.41784912,0.9047104,-0.4131029,-1.2826079,0.8637909,0.26028702,-1.5465522,0.6346053,-0.6502561,-1.1451235,-0.37171292,0.44080007,-1.1615585,0.784286,-2.6788642,0.5444251,0.007387328,-0.028742248,-0.04243264,0.5233737,0.25395966,-1.4159877,0.8972436,-0.8158046,-0.51304626,1.1156572,-0.20638971,3.1471365e-05,1.0746435,-0.5030566,-1.6815746,-2.3768222,0.8952212,0.05112026,-0.31866178,-1.2218275,-0.22605462,-1.5514237,-1.1446387,-0.6302357,-1.4996053,0.023931732,1.1188136,0.2901374,1.6119646,0.46174923,-1.021458,-1.3557487,0.09422505,-1.1931264,0.7547064,0.29654038,-0.53242344,-1.1063994,0.58949435,-0.11772021,-0.30543357,0.3194693,-1.081642,-0.60202634,0.59882534,0.58185214,0.8623742,-0.2668577,0.5391956
lakeside,0.83437485,0.7046891,2.4959066,1.4086008,-1.5211902,-0.101707235,-0.338249,0.2557754,0.34473825,-0.20830376,0.57423973,0.78783745,0.79548997,0.8679361,0.3091865,1.3882056,-0.9645304,-0.9786181,-0.4126578,-1.5531503,0.39518145,-0.45258236,0.79004383,1.1004668,1.0748662,-0.88183767,-0.5150032,-0.73430234,-0.33909234,-2.7064075,-0.05017293,-0.57661694,0.9582159,0.157949,0.14616063,1.6061791,-1.0241582,-0.7304484,1.9140797,0.77701116,-1.9973083,-1.4652807,-0.7654463,0.49572983,0.7106414,0.030251306,1.216914,-0.3035456,0.5487008,-0.31195718,-0.0020042928,-0.78110725,-0.7141347,0.540686,0.9732425,-0.69764,-1.9676039,-0.2904588,-1.857272,0.10372294,-0.6007422,0.9209129,1.4551734,-0.67921585,0.35582754,0.04411523,0.012311684,-1.7645054,-0.42589587,-1.0507208,-1.8973355,-1.8833685,0.8840705,-0.80356705,-0.043969482,0.6041237,-0.28124052,-0.43730566,0.33442938,-0.099821195,-1.4316561,-0.9158342,1.2907331,0.83798486,0.0046421955,0.5300054,0.20793954,1.8564435,-0.92165744,-0.67759794,1.110461,1.1428944,0.25773948,-0.65288323,0.2650263,0.32541698,0.9911444,-0.4007199,0.5804676,-1.5283009
mathematics,-0.76245755,0.7310956,1.1334574,0.62278134,-0.71464485,-0.5941367,0.5401977,0.47166565,0.06005548,0.37480006,-0.41998416,-0.2213413,0.3959786,-0.20311645,-0.30373538,0.54839706,-1.0736173,1.2581497,-1.5329505,-0.18742605,-1.6629723,-0.25000566,-0.1641035,0.5194801,0.016710851,-0.2828685,-0.17292202,-0.32020313,-0.10069701,-1.4368832,-0.23656711,0.41639352,-1.6388334,-0.715382,-0.9208467,0.6180562,-1.4463031,1.2054302,1.7257816,-0.5325161,-0.3433304,0.49948344,-1.0432625,0.46091938,-1.2277682,-0.015410356,-0.79810536,-0.45818377,-2.4996355,0.11175543,0.16103622,0.94661885,-0.4449061,-0.3188807,-1.2066702,-0.75764906,0.042516124,0.20288472,-0.19678737,-1.4041078,-0.3310888,0.07918752,1.3922827,-1.0493953,-0.6627393,-0.33207318,-0.84050965,-1.2700436,-0.09582284,0.24309367,-1.0277777,-0.75164974,-0.16575333,0.6509332,0.04877051,-0.2238195,-0.79849637,1.0231278,-1.2158109,-0.6605329,1.3335239,0.64462507,-0.08823046,-1.4544481,0.24888887,0.2947734,-0.40689793,-0.6020818,0.51981086,0.7393781,-1.6050465,-1.8638525,-0.49992582,-1.315514,0.8865658,-0.31748387,0.44354823,0.06283673,-3.044961,0.46122918
fundamentals,-0.43867525,-1.9904412,-0.95699733,-1.4508089,0.9606486,-1.8150198,-0.60943055,-1.2066426,-1.2967186,-0.15749052,0.3241761,-0.8295544,0.31669647,-0.1728122,-0.97790664,0.033685997,0.5217709,0.8273192,-0.1720885,-1.7624764,-0.17654721,-1.0875691,-0.37438586,0.268253,-1.7500582,-0.8007388,-1.0327841,1.1049604,0.65358156,1.1635808,0.04768477,-0.029308341,-0.59736633,0.120183945,-0.54415965,-0.9184619,-1.0616491,0.8628987,0.06457188,-0.5762891,0.70040154,-0.17316133,-0.5386797,0.5942487,-2.3282723,-1.290901,1.7435839,0.4031979,-0.84509605,-0.3118452,0.87201357,0.34071958,-1.8868892,-1.3275905,0.04296853,0.3877055,-1.0630388,-0.17341709,0.5348009,1.3804462,0.9495773,-0.39890763,0.32159927,1.6166518,0.39898318,0.24048364,-0.84878767,-0.63709146,-2.1016557,-0.24044245,-1.2478019,0.23045765,1.089692,1.8664953,-0.8294358,-0.61535764,-0.72976846,0.7035759,0.8736268,-0.71862894,-0.6613915,0.069521345,-1.6354373,1.3475868,-0.011626759,-0.27045816,-0.9550347,-1.8271031,-1.1868626,-0.28854892,0.11485631,1.4008437,-1.760182,1.4651617,0.43223748,-0.40524688,-0.18857725,-1.76067,-1.2049237,0.47522303
edit,-0.2006593,0.69608283,0.17197141,0.39795387,0.064613506,0.15884757,-0.30458856,-1.2786225,0.052435126,-0.019670045,0.49712488,1.5676526,0.7677437,1.7645247,-0.63584507,0.20921262,0.9700621,1.7610208,-1.6950601,0.7114729,0.23865527,-0.6042077,0.5829289,-1.7810293,-0.1686545,1.1141673,0.0064003407,0.5138486,-0.41248646,0.5920874,-0.53786176,-0.52533287,-0.8057409,-1.0703865,-0.8787121,1.4964294,1.0951475,0.66795295,-1.2260022,-0.13450305,-1.4741079,1.3270954,0.002251798,-1.148439,-0.6549102,-2.5209734,-1.1376368,0.6401714,1.6132566,-0.4072488,-0.830827,-1.2706015,-0.9725705,-0.6475815,-2.0761924,0.83244145,0.80736506,1.0192372,0.8819925,-0.08569023,0.38677815,-0.9583569,-1.1580709,0.8183205,-2.040702,2.6136515,-2.2216065,-1.5718752,1.362416,-0.36926022,-1.6151719,-0.76112556,-1.9075593,-0.29935387,0.9854897,0.9831642,0.060465377,0.8337504,1.4486455,-0.37355533,0.58156854,-2.2971447,-1.3788263,1.3373392,1.062387,2.071106,-0.002520908,-0.80229616,-0.04745237,-0.7807058,0.08437611,1.1241866,-0.13137636,0.44873932,0.4077524,0.35317028,0.0076740133,-0.9984213,2.0729399,-1.3433927
requirement,0.06967893,-0.8235077,0.75786674,-1.3812878,-0.3996442,-0.6998034,0.1349521,-1.5191445,-0.25950593,2.43493,-0.081803426,-0.9034651,1.698911,0.4162651,-0.6809048,-0.49408278,0.53485066,-0.96439147,-1.265962,-0.8479157,-0.6808065,0.5155475,0.5031909,0.2895211,0.8742788,0.3699342,-0.6117966,0.47621822,0.4480534,0.43844607,0.83716553,-1.1570877,-1.026311,-0.015406285,0.70637417,-1.2333362,0.9878088,-0.30434057,-0.9859968,-3.3941867,-0.6528121,0.47021198,0.85693693,1.1464483,-0.7781263,0.7754248,1.3488485,1.3013784,-0.08495148,-0.621806,-0.7774914,0.21277592,-0.91470927,-1.3778025,1.0987983,0.6386013,0.59586084,-0.83403015,0.71318144,-0.15572181,0.06887347,-1.421494,-0.54663074,-0.053857364,0.66692233,-1.1106994,1.0985951,-0.40636975,0.30662197,0.27803674,0.3379595,-0.28325748,-1.0216107,-0.650008,-1.6861169,0.12037757,-1.7506425,0.3450887,1.8501343,-0.7125016,0.57251257,1.4507785,0.15184608,-1.2947764,-1.0233306,0.4489464,0.80398005,-1.3099221,-0.6187196,0.506365,-2.1897902,0.73219603,-0.99294984,-1.041091,-1.0033971,1.0196024,2.58481,-1.1269374,-1.8718011,-0.13411765
david,0.0888673,0.8567929,0.9818561,-0.17503662,0.569852,1.129768,0.12270398,-0.5679611,2.0449154,-1.1424502,-0.70622754,0.3240006,-1.5125707,-0.42424622,0.55780905,-1.6858246,0.18386737,-0.27871868,-0.16236801,0.0547308,0.0871226,1.6589196,1.9236205,-0.8992166,-1.0167726,0.7673712,-0.1462741,-0.16821639,1.8639765,0.31766906,0.9277303,1.5460403,-0.38311452,-0.16095664,-0.935153,0.042139955,-1.0504631,-0.47041556,-0.105225764,-0.21344255,-1.4825245,-1.9161755,0.16110462,1.1372689,-0.8528475,0.2166401,0.089239225,0.18730326,-0.8501234,0.8613394,-0.4230088,-1.0450118,-0.023244074,-0.13478777,1.0016186,-1.0448301,0.026795605,-0.007349926,-0.5017853,-1.4096037,-0.2185394,0.577881,-0.30238578,-0.81175053,-2.2310102,-1.0228626,-0.03180778,-2.2089555,1.3987737,1.0344667,-1.582635,0.48253193,-0.21624118,0.56288314,1.089339,0.720549,0.24299447,-0.13906483,0.5287983,0.46924368,0.4604724,-1.3432013,1.1502744,0.3541953,0.24718179,1.6430672,-0.5084045,-0.8255138,1.2327435,0.38573387,-0.80400527,-0.3437819,1.3426491,-0.67273605,0.124954544,1.1059557,1.148368,-1.0501833,0.8267036,1.091066
beach's,-1.9386746,-0.19100112,0.049412344,1.4533043,1.1588402,-1.8864291,-0.65335214,0.0019499878,1.6317102,0.8155677,-0.34369415,-1.2896228,-0.31691217,0.297835,1.0510113,0.89782983,1.8692101,-0.74311256,1.3955085,1.209965,1.2836766,-0.36466536,-0.47421202,0.4613837,-0.06451262,1.5407052,-1.402539,-1.1004741,0.7957413,-0.20043087,2.7264442,1.6486886,0.8238779,0.45568797,1.9253465,-1.5445051,0.49523395,0.84463584,-0.23118046,0.50086373,-1.6449608,0.27012786,-0.7390834,-0.1378676,1.5232391,-1.3047249,-0.17261013,-0.11957662,0.2753698,-0.21843787,-0.7218649,1.1604589,0.10588847,-1.6735123,0.17627445,-1.1592782,-0.16009544,-0.508377,1.1144651,-0.28907448,-1.1903405,-0.04057466,-1.6159148,0.40477583,-0.49408248,0.14602166,-0.17789374,-2.5861151,0.23692505,-0.01741257,1.0353367,0.9777872,1.43799,0.6528576,1.1524734,-0.45902514,0.038173538,-1.1524115,0.0750734,0.007178871,0.45506418,0.98164207,0.6623464,-0.90129435,1.714022,-1.8770957,-0.8566158,-1.1037737,-0.64668024,1.5087425,-0.048736412,-2.3350275,1.7803069,-0.8462885,2.1724958,0.0077758026,-0.030841785,0.20439802,-0.10808898,0.8035024
profiles,1.1949325,-1.352868,-0.93616116,-0.5032678,0.32453617,0.039233617,-0.5494115,0.80160564,-0.15205422,-2.0531445,0.91029036,0.17185915,0.28394338,1.3291701,0.74397606,-1.1479089,1.0712231,0.56484836,0.9660366,0.8250239,1.9687568,1.2071098,-0.28228348,-2.8418229,-1.8192291,-0.31205577,0.28236878,-0.37541065,-0.82433414,0.16699061,0.34922922,0.23458236,0.37422088,-1.1737263,-0.08551151,-0.82569873,-0.14574358,-1.1516176,-0.12858108,-0.67405194,-0.44425532,-1.04358,0.029055428,-2.3833706,0.16414195,0.8519915,0.7476675,1.0952975,0.6996873,0.46300653,-0.9692241,-0.057920422,0.7246917,0.3658198,-0.68191314,0.3741891,-1.0655133,0.63950354,0.7351619,-0.30102915,-0.5992912,-0.6831914,-0.9626081,-0.5984771,0.98690045,-0.026709545,0.066478886,-0.66952395,-0.74071264,1.309655,-0.49123767,1.3124082,-1.1563816,-0.89813155,2.2767508,0.27310768,-0.12703712,-0.58843935,1.4168229,1.54719,-1.5428178,0.48299137,0.027361298,0.0033154578,-0.832006,0.48663473,0.22355102,-0.9193809,1.5742451,0.30452195,-0.15383945,-0.18416968,1.7670927,-0.9766446,0.028863296,2.4738526,1.5117272,0.81524795,0.08151133,-0.35024664
beach,0.5494024,0.3777109,-0.40204942,-0.46374026,0.9741241,-1.5923413,-1.6938553,0.015404583,-0.44325253,1.7831907,-0.7712091,1.1049457,-1.3077172,0.68498707,1.12392,0.20178968,-0.19539553,-0.009012357,0.34617496,0.3848656,1.309757,-0.23342928,0.68731165,-1.0757564,-1.0340503,-0.18190798,-1.5804818,0.09135458,-0.29548535,-1.8057787,0.74453264,-0.13820416,1.2478809,-0.2986415,0.5603847,-2.1397023,0.9294274,0.20124163,1.2708755,0.63195395,-1.0947136,-1.6356125,-0.09608203,0.17448269,0.73768437,-0.8224788,-2.0553484,-1.0546201,0.8512374,-0.4341012,-0.8103134,0.89501184,-0.8255436,-0.7733026,-0.42485455,-0.72936887,-0.111915715,0.6108637,-0.049209338,0.40618342,-0.1138352,0.9517467,0.15598966,-0.83590573,-0.3232281,0.4649109,-0.90840113,0.24578427,-2.5799706,-1.1480908,-0.2582045,0.6573985,0.97545695,0.1763642,0.8087056,-0.46485966,1.1990848,-0.53340614,-0.13257904,0.8053595,0.69725096,0.84063035,2.0476203,1.7422518,-0.4438,0.50787467,-0.21616974,-0.91768086,1.6101518,-0.45611787,-0.734789,-0.010421958,0.885571,0.7970191,0.842912,0.10906934,0.35929662,-0.58383113,1.1496412,-0.27817678
eat,-0.030212652,-0.00031464602,-0.3582165,-1.1604403,0.48994383,0.35861126,0.47034684,-0.5806804,-1.0668546,1.386921,-0.6719553,0.10146454,0.031166231,-0.33254907,-0.12224184,0.2610524,-0.086146235,-0.6286002,-0.7901593,0.43998387,1.2181717,0.7571512,0.019844502,-0.7417809,-0.67610514,-0.20382617,-0.39451995,0.11514831,-0.4252681,1.0862753,-0.4239347,1.7780261,0.22298622,-2.0397465,0.5898537,0.90301454,0.0894897,0.45781213,0.5724319,-0.17767279,-0.3703461,-0.3862166,-0.63170534,-0.3270777,1.1470138,1.2297078,0.15074472,0.4927362,-1.2844857,-1.2367568,-0.63534886,1.0707946,-2.0670278,-0.93363583,0.0040654703,-0.26907226,1.0569081,-0.54408693,-0.5980918,-0.7930501,0.116725765,1.6030083,-0.63863975,-0.005960037,0.23701952,-1.309865,-0.27833837,-1.0078884,-0.27142814,0.26887593,0.34292847,-0.17716542,0.4091557,-0.54821163,-1.049499,0.04449867,0.40493238,0.91168445,0.63443315,1.2185962,0.3854226,0.62748677,0.3863154,1.8673228,-0.5329592,-0.78465116,0.6955744,-0.6919806,-0.25490496,0.84429497,1.2975856,0.20455267,-0.10889558,-0.75541425,-1.7806965,-1.2092795,-0.56719685,2.4118156,1.7860416,1.4583594
well,1.228605,0.43384543,0.49387076,0.01820109,-0.8042807,0.9045515,0.09371833,0.37862918,0.17534488,1.3335645,-1.2614369,0.6871547,-0.13527048,1.6372818,-0.32932463,-0.5869993,1.4052072,1.3757912,-1.058125,1.0254369,1.4245822,-0.2738739,0.6763768,-0.51983815,-0.9025013,1.2143745,-0.5073107,0.5724351,-1.5327832,0.101047374,-1.0334575,0.24869929,-0.3279186,1.1621246,-0.11009993,0.5849356,-1.7097871,0.26340595,1.4469607,-0.6365221,0.6552078,0.24407017,-0.10106872,0.6693892,0.26951703,0.8674167,1.188911,-0.8463704,-0.9682055,-1.0109545,-1.5050629,1.5503671,-0.21789464,1.1717024,1.5436498,0.8598621,-0.36500376,0.7866485,0.7097081,-0.5529682,-0.26253176,-1.2379555,1.0122993,1.0019422,-0.3121208,-1.8088806,-1.6219256,0.09860071,1.323197,0.307729,1.5979618,-0.40285775,-0.53101933,0.7000142,-1.9043071,1.4911879,-0.85237736,-0.689889,-0.26801315,0.08772424,0.062796645,0.6407243,-1.4261184,0.2941966,1.1021538,1.1069001,-0.23833397,0.06505531,-0.04018027,-0.9548066,-1.3037935,-0.3325869,-1.6537013,-0.8456626,-0.12666897,0.02855445,1.7055732,-0.7102153,0.018700892,-0.29664102
everyday,2.616996,-0.5937355,-1.2251389,0.13704346,-0.5017969,-0.35802996,1.3566475,0.8576101,0.5977526,0.40168893,0.8999597,-0.5589565,-0.15396203,-0.45476016,0.50615466,-0.06814069,1.1278332,0.120161295,-0.36694488,0.39802605,0.5043286,-0.7641846,1.0522428,-0.6099209,1.8153113,-1.4714768,0.48484188,-1.4381566,-2.1562827,-0.5496872,1.498678,0.24534567,1.9866436,0.9025697,-0.42216334,-1.7627004,1.6427015,0.49180374,-0.7234165,-1.2745789,-0.47269458,-0.8118997,-0.35616642,-0.28511554,0.50979334,-1.246212,-1.2524021,0.6965729,0.97078055,1.3776236,-0.998306,-0.5903144,-0.122507766,1.0383806,-0.11941668,-0.37216341,-0.59932023,-0.84599924,-1.1015819,-1.2679217,-0.15328057,0.61060286,0.76990014,0.06319173,-1.2960882,0.6496544,-1.2717699,0.5384867,0.2007482,1.1978056,2.0832841,0.029599572,2.7210925,0.048061147,1.4236681,-0.10425475,-0.75560224,0.961975,0.72180337,0.13200974,1.757007,-0.31916067,0.3959498,-0.17627774,0.22008984,0.22959283,0.68566084,1.5507118,-0.5472721,-0.7818739,-0.88652486,-1.059443,0.056786533,-1.3681118,-0.040960703,0.3050599,-0.9183352,1.0227613,-0.11246709,0.595677
judo,-1.7310685,-0.08349571,0.1761538,-0.6109911,-0.69073486,-1.0725635,-0.8520398,0.5823532,-0.9055547,1.6446178,1.4898826,1.1262257,-1.3479443,0.27279767,-1.6835943,0.30360478,0.6491019,-0.10143733,-1.3114159,-1.3270208,-0.45284826,-0.18534008,-1.3965513,0.37804362,0.9759119,0.045657836,-0.0039984034,0.21168885,-0.37020168,1.2262176,-0.6803997,1.379632,1.5445256,-0.42623624,0.2891501,-0.65526134,-0.06256654,1.3504163,0.5596267,1.7871805,-0.13326132,0.7743506,-0.232696,-1.1027306,-1.6859665,-1.847103,0.81559145,-0.07777868,-0.892099,0.6224104,-1.310108,0.8033336,1.2058743,0.31061587,0.4057819,0.05321831,0.63997096,0.2933014,-0.5223921,-1.7965701,0.7457015,-0.38684776,0.3925702,-0.8482827,-1.0860589,-2.1604981,-1.6295485,-1.2099189,-1.0370044,2.3468535,-0.91842127,-0.92272496,-0.34021282,1.7225562,-1.1729121,-1.390913,-1.721186,-1.5976443,-0.72779477,0.085044384,0.67063916,-0.72976995,-0.22479628,-1.8280413,0.8169014,0.7414706,-0.5610043,0.28356335,1.2961472,-0.6175622,0.94314307,-0.77626956,-0.2000194,0.3838354,0.05943287,-2.125929,0.09482665,0.54704374,-0.39181826,0.13292594
