,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
trends,2.2058988,0.6382956,1.3647023,-0.6696373,-1.1936408,-2.117036,0.9709477,0.8274338,1.2285184,-1.3754803,1.1706697,-0.79949653,0.4011131,-2.169552,-0.034222104,1.8038357,0.99027604,-1.528002,0.967853,0.15810314,-0.08196919,1.1038947,-0.19445024,0.4396115,-0.27356336,-0.6153282,-0.9435483,1.1288073,0.30868208,-0.42100516,-0.14705756,1.0518707,0.033283502,1.157648,-1.491915,-0.5608505,0.28046808,-1.0255059,-0.41410524,0.9772227,0.6755355,1.7285722,-0.6350098,0.44068778,-1.3879365,-1.0410122,0.25102764,-0.909024,-1.1256634,0.64924675,2.3012106,-0.97037315,-0.06335202,-0.93281066,0.06276832,0.26316732,0.49370402,0.14078547,0.6650407,0.37562376,-0.045260154,0.13146581,0.15827593,1.0353417,0.1577696,1.2224691,0.11804735,-1.3207401,1.0650861,0.3599301,-0.8827709,-0.2773887,0.34851617,-1.2661618,-0.22014809,-2.5085852,-0.7460876,-1.4199948,-0.8164005,-0.37931225,1.1577092,-0.7544954,-0.16779809,1.0230412,-0.6244336,1.5350323,-0.6459199,1.1980482,-0.9991643,0.7447218,-0.63533676,-0.10983503,0.7257212,0.62944293,-0.4403968,-0.1419056,-1.4445772,-0.054619767,-0.5463673,0.4447951
hundred,0.62830395,-1.5790328,0.7714317,-1.6779673,-0.7156229,1.3288121,-0.8233353,-1.0177151,0.8741562,-1.3212155,-0.20878284,0.47869658,-0.7064251,-1.2694048,0.95418435,-0.054257657,-0.6518552,-0.21093675,0.4429533,1.5764353,0.7340889,-1.6199026,1.1013986,1.8960404,-0.006447887,0.7424132,-1.7097827,0.19120048,1.0118474,0.7833677,-1.2542849,-0.3112203,0.86484027,0.63240343,-1.4577508,1.5049628,-0.17753486,0.6471586,0.2896652,-1.1008196,-0.52575463,0.41013327,-0.9105017,0.45287916,-0.40895084,-0.5370472,-1.2343343,-0.24185047,0.20030811,-0.51890725,0.6113284,-0.21611151,1.3742766,-0.49119568,0.7457943,1.6025107,0.9947751,0.53160036,1.6231098,0.32589084,1.5060115,-0.325607,-1.3483135,2.1964073,0.8627664,0.72491705,-0.56490076,0.74206114,-0.19192164,1.3515844,-0.17430438,0.53834164,0.40068665,-0.58321816,0.52025515,-1.2076833,-0.9725591,0.73150903,-0.34906003,-1.7282389,1.390047,1.0076131,0.8136535,0.5009045,-0.53818053,-0.28839687,-0.3675999,0.42373875,-0.76191825,-0.8552875,-0.09034964,0.6546358,0.5033821,-0.12037821,0.3460607,0.57499105,-1.8754413,-1.0108651,0.4527275,0.422447
artificial,0.0067275492,-0.8693514,-0.3598454,-0.092255436,-1.0383431,-0.7560735,0.97570115,-0.69398046,-0.87609047,1.1991102,-0.31272382,1.8580394,0.65768677,1.9412589,-1.5937587,-0.6186317,0.1749308,-0.8705741,1.071619,0.19259086,0.5245885,1.2928638,-0.15598309,1.2252015,-0.73713404,-0.34561375,1.42176,-0.31628138,1.3750854,-0.32121646,0.3289328,0.20624465,-1.2362403,-0.12455822,1.5049549,0.71409625,-0.2237456,0.7491995,-0.19964428,-0.107133955,2.519931,-0.21332496,0.17328952,1.605065,0.8315916,-1.9978099,0.55470216,1.2463703,-0.5884253,-0.96928006,0.80740803,-0.27010873,-1.600114,-0.12198748,-0.5319941,0.87614,0.43773356,-0.03438081,-0.15320866,0.37766173,-0.11531034,0.7316898,-1.0172284,-1.1014972,1.5296149,1.4389365,0.84598106,-0.32065836,1.9040526,0.3997926,1.6870677,-0.42090937,-1.4925263,-0.58626384,-0.1986935,-1.0328089,-0.51766133,-0.06500392,0.39801976,-0.6797611,0.88058573,-0.49074566,-1.2029283,-0.32321742,-1.2327176,1.1832874,-1.2615831,-0.06770786,2.1605594,-0.031868156,-0.046941206,-0.85291386,1.2393663,1.5623437,0.09127797,-0.014072595,-0.62525535,0.10838903,-1.4526721,-0.19250679
intelligence,-0.4746703,-0.9157635,0.744315,0.8759154,1.6884661,0.743818,0.7599843,0.18479382,0.6301944,1.6592312,0.93627053,-0.11818336,0.4408818,1.3854808,-0.13059878,0.9716915,-0.19398402,-0.6122325,1.2726411,-0.54421514,-1.4727241,-0.99880296,-0.21163304,-0.7532304,-0.59288394,0.9501521,0.84004986,-0.7469901,0.46030068,1.3999097,-0.36019447,0.4138949,0.22030158,1.0965593,1.540572,0.55395883,-0.36119756,1.265747,-0.060201403,-1.1049994,0.16140534,0.5193595,-0.110648036,-1.7923033,0.67639524,-1.4093752,1.2804004,-0.7151689,-0.47084007,-0.204946,-0.9564648,-0.5068864,-0.9397778,0.48635364,-0.321253,1.2012042,2.1163177,0.62915105,0.90340763,1.2830349,-0.38470468,0.08597401,-1.0019262,-0.45655912,0.44853157,0.80745405,-1.3187721,-0.23488747,2.2771342,0.4983746,-0.07665422,-1.8550289,-3.0354593,-0.7155932,-0.6996948,0.07194091,0.68895304,-1.6467657,-0.35202062,-0.6988669,0.7853099,0.69432247,-0.9607169,0.05444661,-0.6072615,0.56969637,-0.1840658,-0.81312466,1.3629342,0.24614614,1.4307644,-0.68945026,0.8035388,-0.66046464,0.77363694,0.44120073,-1.6560892,0.4408605,-3.9320583,-0.23773943
ai100,-1.9118166,-0.9343713,-0.21094082,0.5752616,-0.38934234,-0.9474859,0.16410387,-0.22795622,0.24912998,-0.4783933,-0.8652817,0.14509973,0.4771823,-0.27537072,-0.6942298,0.8029522,-1.2229927,-0.5758405,0.89667827,-0.1588462,0.22277498,-1.3391123,-0.21601084,0.055702545,-0.5570647,1.3844346,1.0420818,0.13023578,0.42819512,0.39915758,0.775626,-0.18114887,-0.061378457,-1.4919863,0.06060418,-1.8136888,0.24975666,1.1325992,-0.35309002,0.39051232,0.03150572,-0.46869895,-0.71958625,0.54845625,-0.022200536,-1.5323497,-1.9742407,-0.7180728,-0.70625234,0.24410401,0.0084957685,-0.5021588,0.029441932,-0.25603676,1.3225405,-0.44734946,-0.7695399,1.6444042,-0.8802624,-0.29385903,-0.25327563,-0.012837015,-0.9378205,0.31594628,1.8096156,0.43478736,0.7572968,-0.61481243,0.5581433,-0.35906252,-0.7259877,1.8616357,-1.25866,0.23148717,0.18595576,0.38538536,0.4221994,-0.25459576,-0.61366117,0.67803323,-0.48776042,0.013050044,-1.1152941,-1.3823153,-2.3296628,0.3983041,-1.0677916,-0.5274159,-1.4445381,-0.09061796,0.74499667,-1.0419017,0.029357776,-0.328534,-0.33189043,0.21751195,-0.73299015,0.5005497,-1.0239446,1.0237136
biomedical,-1.3548495,-0.80316466,0.18651882,-0.13841742,1.0841407,1.2697457,1.4546798,-0.4334106,-0.29651076,0.9173688,0.45178017,0.24378797,-0.37929332,0.590006,-0.8465079,-0.22725146,-1.0731672,-1.498922,-1.8039088,0.2304312,0.6215288,-1.9105772,-0.5467478,2.611794,0.78613967,-0.79411954,-0.19689807,1.2214864,-0.19527157,-1.1452807,0.10117257,-2.0640814,-0.60144085,-1.5555118,0.9916879,0.0125774825,-1.4205941,-0.2522682,1.2608914,-0.98760086,1.1527188,-0.1660549,-0.24140505,-0.41345698,-1.3135496,-0.15113167,-1.0830257,-1.0302746,1.5402175,0.62989324,-1.0324891,-0.35968307,0.4714062,-0.095580705,0.14272484,0.9486363,1.641302,0.16227293,1.7160759,0.4153131,-0.89353347,1.3915604,-1.8317099,2.204703,-0.6327103,0.7687516,2.3041193,2.120532,1.2982296,0.3743878,-1.0840795,0.5547987,0.11297871,-1.283233,-0.95679164,0.8111279,0.06416155,0.8717603,-1.3002471,-0.56972206,0.45809868,-0.13314888,1.4086709,0.69297576,0.29797134,1.1165746,-1.0489464,0.4590583,0.8356254,-0.29650548,1.0641392,0.73327434,-1.154914,-0.6317786,0.710869,-0.6209914,-1.0381501,-1.8382897,-1.9961327,0.21390373
informatics,-0.62134504,0.08872697,0.8335428,1.4336835,0.93758506,2.7823071,0.5541595,1.7310493,0.9350363,-0.74442625,-0.15491709,0.20995878,0.18422756,0.12440873,-1.1450434,-1.1511313,-0.18683863,-0.5054104,0.5589579,-0.0842977,-0.2608093,0.53152245,-1.2345729,0.5244709,-0.5149464,0.084209174,1.5283502,1.2995245,0.276458,0.3142251,0.8553916,1.3105166,-2.170286,-0.39916417,0.94618726,0.5526872,-1.3729331,0.2347381,0.9120982,-1.3346338,-0.63792914,0.7608395,-0.359004,-0.7158154,0.09914459,-0.1488399,-2.3535242,0.42209068,1.527429,-0.765087,-0.9449505,-0.5994193,0.9148595,-0.44021505,-0.29612997,0.75605214,1.4681414,0.006825229,1.1553566,-0.6467876,0.711544,0.63096493,-1.7836987,1.5623821,-0.3218771,-0.385203,0.60077506,1.2092814,1.2290146,0.31470394,2.0506065,-0.6730962,-2.5290878,-1.6269096,-0.3413692,0.5118069,-0.040566362,-1.4302808,-0.057816263,-0.6935601,0.57910943,-0.81953394,1.3621393,0.47977373,0.27478147,0.44986382,-0.03146167,0.15098833,-0.082780644,-0.7338842,0.7133113,1.8607527,-0.3174788,-0.73160833,0.03293505,-0.06253493,0.29722565,-1.3281292,0.25693262,-0.38558686
rev,0.8495881,-0.6301363,-1.7508249,0.35851347,0.613299,1.6126138,-0.20616347,-1.6906073,0.97578144,-0.37316045,1.2157546,0.45527682,-0.7651,0.705149,-1.4144876,-1.5900726,-0.77690035,-0.66922134,-0.6425602,-0.73526764,0.2517206,1.0236402,0.6520993,0.4968242,-0.72774655,1.072525,-0.22561951,1.445992,-0.14047638,-0.46247777,1.7430358,-0.20871891,2.1799695,-1.4559475,0.5009293,0.43648788,-0.46465132,1.1900672,0.17367955,2.078808,0.29510456,0.9010816,-0.83485496,-0.8625985,-0.24535403,0.6808326,-0.3504969,-0.59527016,0.3140623,-1.7611424,-0.5450092,-1.3681766,0.005840647,1.5218346,-0.65289634,0.040657997,-1.1522698,-0.13408966,0.43151203,-1.0180845,-0.5573099,0.6334038,-0.4575126,-0.029214252,0.8861913,0.772713,0.6412613,-0.19719094,0.5927541,0.14088835,0.16917399,-0.36817896,1.6134963,-0.16674319,-0.8911466,-1.1520394,-0.93649983,0.59337413,0.36418507,-1.6009315,1.9806626,-1.1327847,1.0444826,-0.6368231,0.45861927,-0.45921868,1.9775152,1.2629431,0.95934755,-0.07739401,0.3296595,-1.2708274,-0.34678808,0.6301399,0.23085296,2.0999327,0.024262877,-0.5309515,0.19877602,1.2041693
05,0.8879426,0.15542541,0.3295322,0.42653185,-1.3073589,1.7052304,1.3119076,-0.48566833,0.2046518,1.0657843,0.40262744,-0.12167835,0.6245062,-0.4920614,-0.3311082,-1.9623425,0.5909997,-0.31683442,-1.0520827,-0.6133673,2.172149,-1.7673748,1.9210991,1.8935745,-0.13314126,-0.7626947,0.16486676,1.5941311,-0.44247073,-0.6477857,0.8937696,-0.49237406,1.2073197,0.33365378,0.28892028,-0.24410588,-0.43675894,-1.0453755,-1.1371577,-0.1203194,0.9245686,0.16562693,-0.8462613,1.1303378,0.7759526,-1.0855459,-1.4417335,-0.5452126,0.68686986,-0.10046804,0.68231606,0.94306344,0.4513061,0.81251407,1.374973,0.7186167,-0.8944101,0.41555804,0.3772339,-0.11488777,1.4922153,0.2912553,0.41059956,-0.660288,-1.0347486,0.9347133,1.1234472,1.1884774,0.3133761,1.2287853,-0.2564761,-1.5988402,-0.058093246,-1.5306524,-1.7065021,1.8175361,-1.7661911,-2.3494256,-1.0888218,0.23043585,1.6542637,1.1205813,0.24667649,-1.1446689,-0.74191284,0.5089973,-0.064401425,-1.1096586,1.0758502,-1.154199,-0.64186716,0.48936096,-1.7887094,-1.1891416,1.1049627,-0.32404435,-0.31354818,1.7958872,0.041042734,-0.21601334
http,-0.9793025,-0.4768888,-0.4621345,-0.6341286,-0.35899737,-0.0820764,-0.8370683,-0.014324967,-1.5244695,0.48167667,2.1289482,-1.0184199,0.7133766,-0.36550188,-0.6667192,-0.096566565,-0.30824852,-0.9290251,-0.49534565,-0.30039483,-0.46614933,0.3275247,0.029711861,0.3405215,1.0268563,-0.9069276,-1.4776363,0.8137736,1.458282,0.7780918,0.6792303,0.9473672,1.1734705,-0.5814978,-0.56682795,0.9550115,-0.35432276,-0.27844062,0.16032755,1.0180478,0.59392196,0.19677514,-1.3035827,0.77747864,-2.3457854,-1.3095493,-0.07899001,-0.050907437,1.5997075,0.0836862,0.41223553,-0.00776275,-1.5365739,0.8711174,-2.3493557,0.5028707,-0.7637466,1.8930016,-0.7717821,-0.79878575,0.4613801,0.63314986,1.7802242,1.2743036,-0.6684534,-0.16771989,-0.1835649,1.2369233,1.3235583,0.8621899,-0.9974493,1.0294693,-0.008566888,-0.46974528,0.64422435,0.648436,0.96596646,0.94273937,-1.5604125,-0.8506373,0.5263516,-0.49055737,1.1939946,0.0836593,-1.8275756,-0.45107934,0.2149228,0.8695417,-0.60156804,-0.53309506,0.14309247,-0.35300955,-0.8503136,-1.2253234,-0.67476153,0.26485896,-0.18576556,-0.12945488,-1.1568803,-0.7451033
bmi,-1.779749,-1.7377793,-1.6732404,0.4013311,-0.2678883,0.42816782,1.2130381,0.359924,0.3902642,-0.49628595,1.021681,-0.6524832,-1.1518497,2.0781708,1.4546223,-1.0306615,-0.83035207,-0.71969754,-0.15458989,-2.1927273,-0.22062951,0.86174935,0.100993514,0.29884183,-0.15409172,-0.9749254,-0.8927716,-0.21849209,0.47092655,-0.9132832,0.34945935,-1.3667185,0.81250256,-0.81684065,-0.35435808,-0.72282773,-0.70020485,-0.6577175,-0.43793613,0.5665722,1.0741715,0.35917208,-1.0611128,0.6829949,2.2885482,-1.6678767,-0.02810836,-0.96884507,2.1639159,1.0434244,-0.61946064,0.4834872,1.0184178,1.6533613,-1.883679,1.516626,1.4913447,1.1241987,2.4864008,-0.86546487,0.35420913,-1.112672,0.17982277,0.9281973,-0.10465878,1.5310767,0.064713664,0.7036813,0.80606174,-0.24626443,3.4643428,-0.25728235,-1.8518196,-2.027422,-1.3261858,-0.08658478,-0.23712486,0.69208497,0.31560427,-0.8334263,0.43495277,-0.2877389,0.6732732,1.074735,-0.89211375,0.010177914,-0.26529443,-0.9025395,-0.8594859,-0.46253395,0.973725,-2.5848575,-1.1287425,0.72997427,-0.21195674,-1.2072185,-0.29129457,0.1636305,-0.0053711864,0.5066304
edu,-0.61123776,-1.3270833,0.6516447,-0.33774167,0.2323526,-0.5265195,0.4068219,0.32608393,-0.4626774,-0.9868168,0.02681381,0.7081945,1.2151484,-0.03852754,0.009857878,0.779777,-1.0541677,-0.27051488,-2.1480453,-0.80054367,-0.19665872,0.2470085,-2.6416457,1.5523634,0.06710665,-0.39258537,1.2562829,1.4961369,-1.7063751,0.53839445,0.98930484,-0.71361643,-1.5705258,0.87775075,-0.32523486,-0.2820944,0.42526874,-0.15090935,-0.48721206,-2.109069,-0.8633611,0.67690754,1.3808242,-0.63606614,-0.16397886,-0.65702623,-0.16986145,-0.12173511,-0.20445497,-0.6844944,-0.5453464,-0.33784923,1.5552198,-0.24759582,-0.4650443,-0.119387425,1.6259975,-1.4737558,1.4602097,-0.028998727,-0.48700625,0.06231172,0.065515965,0.11391509,-1.3984581,0.2699882,0.39433903,-0.13689403,0.37980506,0.5667062,0.6432498,0.8857115,0.85847884,-0.17404237,0.0240838,0.06627905,0.57241017,-0.3680078,0.28138277,-2.0174093,0.8790116,-1.0815486,-1.2892643,-1.9502618,0.8468857,0.45151362,-0.33103248,1.3056139,-1.4083209,0.6790651,-0.2726279,1.004416,0.392017,2.2798383,-1.4200938,0.41638815,0.37953097,-0.17409827,0.16178517,-1.3597372
students,-0.47978917,-0.7609954,-0.48515967,0.5673017,-0.6627386,0.3243786,-0.27537075,0.6209718,0.40156442,0.7225059,-0.41473314,0.93955374,0.6691755,-1.4718511,0.26288334,-0.36919075,-1.3424915,-0.851106,-0.5355623,-0.51044154,-0.7983525,0.46783382,0.78323144,0.698775,-1.7084104,0.55497634,-0.6374898,1.4653213,-1.9305698,-0.7367976,-0.04400256,2.797847,0.4900708,0.16346395,0.7264004,1.2502532,1.9151595,0.397323,-1.3008257,0.5796017,-0.12059175,1.4544669,-0.9959632,-0.8051382,1.6001788,0.108934745,-0.8926977,-0.25796112,-0.27062654,1.9440061,-1.5069215,0.014687054,-0.47625846,-0.30010444,-1.8935769,-0.587566,1.0394118,0.63490707,1.9494183,-0.06841992,-0.47134164,-0.8331179,-2.4350412,-0.34958428,-1.3240455,-1.2453833,0.2058026,0.77313936,0.3806012,0.16574253,-0.28824574,-0.18786357,-0.81546944,-0.9197521,-0.72937095,0.4955535,0.4904987,0.87570584,-0.3534403,-0.52136695,-0.035795055,0.08970863,-0.41305023,-0.25600588,-1.5134985,0.3489789,0.4490874,-0.3103514,0.28133297,0.684784,0.080872715,-0.40564892,0.005306698,-0.437435,-0.53608656,1.6943331,-0.7710252,1.6740357,-1.7744558,-1.9919704
handbook,0.40581003,-0.3962522,0.19499584,1.0019863,1.4312308,-1.4091622,1.8645338,0.82378733,0.81602293,-0.10890156,0.7591021,-0.72143203,1.4003878,-1.0813035,-1.8110313,0.9790477,-0.41027784,0.33700937,0.6876852,0.1715429,-1.194364,1.5528461,-0.0047691856,-0.9367082,-0.77257615,-1.0712293,-0.0017106506,-0.2770264,0.60052264,-1.0650835,0.81390715,-1.055503,0.69751036,-0.3929168,1.0065614,-0.1079607,1.2292782,-1.1966627,-0.028444106,-0.40616238,-0.21563439,0.17871156,0.77108806,0.53038895,0.92218536,-1.4628829,-0.40710363,-0.51175225,0.85540426,1.1281496,-1.4286942,1.152453,0.011094042,-0.16817863,1.293308,-0.21497865,2.0138993,-1.88236,2.2449288,-0.2374984,0.29766476,-1.7072786,-1.4831886,-0.83534074,0.5281171,0.8151141,-0.3929919,-0.29065165,0.35086623,0.9249404,-1.6135371,1.7874216,-1.2918872,-0.9009374,1.4297245,2.3720262,-0.37999827,0.31531206,1.7987224,-0.83058065,0.78416103,0.20875034,-0.5346538,0.1295453,-0.5185752,-0.020550232,-0.2849595,-1.587008,1.0048877,0.6735637,-0.12594642,-1.7912115,0.6542605,0.25671196,-0.12937048,0.73027635,0.082523555,-1.4449112,0.6124349,0.32909
html,0.93152356,-0.4267537,-1.0390784,0.72053695,0.77206033,1.7384235,1.5321578,-1.8066144,-0.031940203,-0.6680212,1.4318967,0.60438246,2.6215787,0.15769084,-1.3135178,-0.31278682,-0.5791537,0.52118546,0.18600914,-0.5429532,0.12272397,-0.19712038,0.8719307,-0.11770302,-0.111743726,-1.2269309,-0.17421675,-2.0404332,-0.6892852,0.437389,1.4551669,-0.9949767,1.3738639,1.4181459,-0.04526096,-0.47305042,-0.88913894,1.516185,-0.84917134,1.5009809,0.63374406,-1.2222852,0.19001319,0.22839168,-0.8002431,-2.8198335,-1.4695607,-0.7202767,1.654922,-1.0934988,-0.1816287,0.50395983,1.1725761,1.5230362,1.7409127,1.3280274,0.6368499,0.36601344,-0.6360041,-0.10960515,0.8531023,-0.800432,0.92147225,1.157545,-0.022938924,1.3501819,0.24905649,-0.02479066,0.22927876,0.743362,-1.6789868,-0.16918837,-0.013413244,-2.5407333,-1.0362967,0.25722945,0.50540245,0.7478916,-0.5473616,-0.682919,0.63185364,-1.5092949,-0.257943,-0.092531465,-1.7931632,0.4649702,-0.6136062,1.7029731,-0.74741185,-0.5873353,0.9556541,0.18740013,-0.713176,-0.5327833,0.5236739,-0.039641414,0.97630054,1.7264328,0.40298504,-0.21092676
note,0.54309493,-0.42741662,0.3840772,-0.22321834,0.7550997,-0.4598803,-2.8882558,-0.11764323,0.692095,1.3929518,1.899222,-1.5371586,1.1588866,1.7232636,-0.43105376,-1.2826589,-0.4384825,-1.4429053,-1.220362,0.8122955,-0.3260454,1.0305455,-0.42848647,0.44812176,1.3093843,-1.0508498,1.7574217,-0.7702983,-0.84919703,2.7645607,0.68105984,-0.13168111,0.32964903,-0.18949346,-0.16446193,1.0800956,0.66537434,-1.9248008,0.49987265,0.17856182,-0.20941728,0.53266007,0.013256931,-1.2658255,0.21636596,0.28535488,-0.57331055,-0.058942545,1.5879418,0.21686582,-0.8149281,0.52107865,0.64686704,1.4528124,-0.8860717,0.7501543,-0.75795436,0.3039068,-0.015920736,-0.3503462,0.3549223,1.082597,1.273382,0.5442091,0.23828779,0.39760944,-0.01829028,1.3171672,0.8487409,0.25610265,-1.5554997,-0.93858343,-0.80712783,-0.4968769,-0.23540749,-0.12119371,-0.27507842,-0.44765714,0.8332552,-0.5063324,-0.12096394,-1.198241,0.45399883,1.0946453,-0.33188257,0.3318697,0.21749853,0.78625304,-1.042182,-0.08772631,-0.24942899,1.1905006,0.83336425,1.056782,-1.3591952,-0.12455515,-0.12079989,-1.1260833,0.156798,1.5550839
click,0.26916322,-0.5124817,0.8531027,-0.5930266,0.9613942,0.28913954,0.48472384,0.57347816,0.5072725,-0.3311698,0.44827494,-0.5681338,0.076250546,0.3295005,-1.1602472,-0.46752194,-0.7727464,-1.5700994,1.8114369,0.23313801,0.882975,-0.6719316,-0.5205992,1.7173921,-0.02599139,-0.20096937,1.0754735,0.56267595,0.91800404,-1.5584042,0.7016777,0.5735609,1.2256649,-0.817608,0.9613286,-0.388549,-0.91483563,-1.3609072,2.8194666,-0.5996206,0.33346725,-0.24020731,-0.3303419,-0.77126276,0.30094448,-1.1589067,0.66728425,0.33563906,1.2552402,-0.07904442,0.031352017,-0.9477311,-0.5687526,-0.10839857,-0.77888924,0.20645593,0.090026975,-0.13498761,2.0717618,-0.8948585,0.50242406,-0.8479208,-0.15005246,-1.4400241,0.22238614,-1.1754775,-0.5746149,0.22293201,-0.076754,1.6790601,0.5945081,-0.37343842,-0.11771633,0.06862218,-1.7479974,1.7080487,-0.4830609,-0.7551951,-0.30357328,0.5174498,1.3463517,-1.4520788,-0.3640235,1.2062416,-0.44025338,-0.2707953,-2.0154138,2.045914,-0.14972426,0.89300096,0.6649321,-1.2083485,0.40693724,-0.058229666,0.16616501,1.9589634,0.077035114,-0.14849906,0.06972347,-0.06818485
heade,-0.056251626,1.0654945,0.2995804,-1.5111568,-0.23762695,-0.60116935,-1.2585907,1.073552,-1.0620722,-0.40755334,-0.39255327,1.2530675,0.07999813,0.08077354,0.03373706,-1.6425649,-0.18189315,-1.885009,-1.5205488,-0.75534993,0.2819122,-0.78368205,-0.9020759,-0.5840746,1.4794112,-0.14399678,0.72743845,0.8871383,0.50993055,-1.2468405,-0.38787842,-0.92949283,0.04171262,1.5175633,0.35618535,0.56870663,-1.1963742,-1.5375714,-0.44030973,-0.94631755,-0.5965699,-0.20486619,1.502467,0.07202129,0.36379126,-0.9116735,-0.5382972,0.19942096,-1.7073525,0.48396826,-0.21923018,-0.68439144,1.576609,0.41842812,0.04195088,0.7208781,-1.401323,-0.08258274,-0.3972651,1.0163962,0.3952875,-0.52191174,-0.45890662,-0.08634948,-2.648947,0.0249667,1.1120111,-1.1454436,0.96438324,1.1815124,1.9227796,0.23110425,0.6038418,0.0038016702,0.22700337,0.4319352,0.2026389,-1.1320258,-2.0493834,1.137051,2.3693495,-2.3706105,2.2164004,-0.24969947,-1.6019224,-1.080649,-1.2976375,0.7954113,1.1225305,-1.3862635,-0.2658731,2.190548,1.41647,-1.4621603,-0.32999986,-0.28528404,-0.42956206,-1.012595,-0.55407083,2.0285256
commuters,1.2373296,-1.0079337,0.051652633,0.84892106,-1.3186668,-1.1349578,0.58172405,0.9931364,0.4637141,1.0400863,-0.36188492,0.6479306,-0.99243253,-0.7670287,2.8074477,-0.8981772,0.7565013,1.9440283,-1.3654152,0.29718816,1.3877765,0.2999989,0.47678882,0.13186727,-0.21254154,0.40647197,0.17524418,-0.35777313,0.02382247,0.000917012,0.36867005,-0.36254486,-1.6884652,-0.56135726,1.3886312,-0.45815298,-0.6682148,1.1932371,-1.3348802,-1.2423253,-0.5571113,1.4796473,-2.5676293,-0.9220701,-0.4714505,-0.7606722,-1.0385783,0.87907547,0.8056335,0.18867603,-1.2662358,0.38482484,0.24158539,-0.883439,0.11686912,0.5253178,-0.18597698,-1.8213948,0.85535866,0.3516307,-0.2958696,-0.47255433,0.13398701,1.775911,-0.6433756,-0.52950245,1.3956136,-1.0272965,-1.3250653,0.78827107,-1.7240937,-0.34377226,1.0889773,0.9960649,1.1441162,0.28059742,0.78652143,-1.4433378,-1.5347335,-0.7751932,0.17844066,-0.71943927,-2.1458645,-0.09380925,1.3623996,0.046560004,0.30062675,-1.1007286,-0.11012882,0.8526202,1.5546743,0.14828543,-0.40564662,-1.1597395,-0.46355587,1.808561,0.033930007,-0.379185,0.36002496,-0.24567963
commuter,0.9984859,0.043226857,1.2351563,-0.5801891,0.28298104,-0.53956425,0.2109728,1.8933169,-2.553271,0.2719173,0.5005278,0.035473753,-0.27612144,-0.348066,0.64877146,0.23181406,0.3911545,-1.5905297,-0.021994965,1.5651281,-0.63998926,-1.0226679,-0.6810716,-0.9481118,1.0266656,0.6927887,-0.44514808,0.73193854,-0.90779537,0.030819487,0.81291986,0.8925304,-0.19643559,-0.46938628,0.3494041,0.66978437,0.41180998,-0.037893772,0.61644256,0.34235987,1.500301,-1.2205032,1.6100705,-1.3502953,0.861186,-1.4513949,-0.69940746,0.1590255,-1.4769604,1.4258238,-0.22756428,-0.29482806,-0.11293356,0.29331776,0.44789428,0.7150431,0.5157357,-0.81112397,1.6616708,0.73841774,-0.3358467,-1.6751934,0.40527457,0.23071888,0.5143461,-0.8057065,0.5447872,-0.23713845,-1.40151,-0.8603415,-1.3279464,-0.25925893,-0.5891896,-0.30609667,1.9734561,0.0056507746,1.2217623,1.0130265,0.7998344,0.3620308,-0.39026183,-0.7890396,-2.1154854,-0.684772,1.7946507,0.6620162,-1.6069521,-1.2438309,1.9459497,-0.8057585,1.564873,-0.2918381,1.109953,-0.6419676,-0.4129161,-0.41612217,-0.26093638,1.3227592,0.075334564,0.5010098
rates,0.42763528,-0.721038,-0.08354557,0.5906906,-0.23665568,-1.2458464,-0.6481483,0.14198804,-0.43380532,-0.38122195,1.3771528,-0.03152246,-0.13395035,-0.036748853,0.7823371,-1.3514287,0.03894211,0.32351956,-0.26911193,1.9914733,1.0107107,1.3616192,-0.8042117,-0.90479875,0.3779884,0.27543616,1.2519898,-1.1173769,-0.052305363,0.24889125,0.15712257,1.8696419,0.3693926,2.3556473,0.44149667,1.1756356,-1.1183691,0.28736046,1.6968604,-1.3659049,-0.41530845,-0.5841724,0.2967993,-1.1395,1.203915e-06,-0.20035872,1.2720904,-0.036633417,-0.14223695,0.26430616,-0.5908421,-2.5992723,-2.2005918,-1.5108482,0.0691441,1.0241553,-0.7859281,-0.548897,0.2708797,-0.09994862,-0.8760154,-0.54253787,0.87659454,0.66829824,0.9601769,2.060239,-0.5338161,-0.5425473,1.418633,-0.34640294,-0.6676798,-1.034008,-2.203963,0.09082693,0.45441478,0.80650365,1.7471442,-0.031839367,-0.6441182,-0.3877907,1.7567451,-0.18492755,-0.40661475,-1.2667613,1.1681814,-0.63305515,0.33708307,-0.5108195,-0.49454755,0.09357656,0.6080865,-1.7171981,1.9374124,-2.6441913,-0.8096793,0.19649725,2.016474,0.5458647,-1.568669,0.011102441
